Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Location,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,UniqueSampleName
SRR18231165,AMPLICON,502,1854388,PRJNA812940,SAMN26442050,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1172824,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372597,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV489,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV489,SRP362541,EV489
SRR18231166,AMPLICON,502,20863120,PRJNA812940,SAMN26442049,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11689598,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372596,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV488,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV488,SRP362541,EV488
SRR18231167,AMPLICON,502,7970254,PRJNA812940,SAMN26442048,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",4907449,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372595,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run341-EV487,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV487,SRP362541,EV487
SRR18231168,AMPLICON,502,62158142,PRJNA812940,SAMN26442020,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",36413759,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372594,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV455,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV455,SRP362541,EV455
SRR18231169,AMPLICON,502,50657322,PRJNA812940,SAMN26442019,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",31284491,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372593,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV454,PAIRED,PCR,METAGENOMIC,D3,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV454,SRP362541,EV454
SRR18231170,AMPLICON,502,48391796,PRJNA812940,SAMN26442018,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30780271,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372592,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV453,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV453,SRP362541,EV453
SRR18231171,AMPLICON,502,50938944,PRJNA812940,SAMN26442017,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28950826,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372591,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV452,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV452,SRP362541,EV452
SRR18231172,AMPLICON,502,62155632,PRJNA812940,SAMN26442016,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",35776631,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372590,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV451,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV451,SRP362541,EV451
SRR18231173,AMPLICON,502,69168572,PRJNA812940,SAMN26442015,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",41009782,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372589,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV450,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV450,SRP362541,EV450
SRR18231174,AMPLICON,502,41849732,PRJNA812940,SAMN26442014,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24871844,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372588,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,Run999-EV449,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV449,SRP362541,EV449
SRR18231175,AMPLICON,527,24369749,PRJNA812940,SAMN26442105,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12098878,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372587,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-7,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-7,SRP362541,MC308-7
SRR18231176,AMPLICON,527,22325364,PRJNA812940,SAMN26442104,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11146346,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372586,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-6,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-6,SRP362541,MC308-6
SRR18231177,AMPLICON,524,54660593,PRJNA812940,SAMN26442103,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",27381473,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372585,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-5,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-5,SRP362541,MC308-5
SRR18231178,AMPLICON,529,22596095,PRJNA812940,SAMN26442102,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11311466,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372584,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-4,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-4,SRP362541,MC308-4
SRR18231179,AMPLICON,522,31578437,PRJNA812940,SAMN26442101,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16291289,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372583,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-3,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-3,SRP362541,MC308-3
SRR18231180,AMPLICON,502,48665888,PRJNA812940,SAMN26441939,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29581270,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372582,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR177-EV218,PAIRED,PCR,METAGENOMIC,ASPIRATE,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV218,SRP362541,EV218
SRR18231181,AMPLICON,519,13177628,PRJNA812940,SAMN26442100,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6780608,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372581,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-20,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-20,SRP362541,MC308-20
SRR18231182,AMPLICON,516,21005376,PRJNA812940,SAMN26442099,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10640857,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372580,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-2,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-2,SRP362541,MC308-2
SRR18231183,AMPLICON,523,12613025,PRJNA812940,SAMN26442098,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6345535,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372579,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-19,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-19,SRP362541,MC308-19
SRR18231184,AMPLICON,523,34263905,PRJNA812940,SAMN26442097,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17089146,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372578,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-18,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-18,SRP362541,MC308-18
SRR18231185,AMPLICON,527,12716671,PRJNA812940,SAMN26442096,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6361431,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372577,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-17,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-17,SRP362541,MC308-17
SRR18231186,AMPLICON,516,42231894,PRJNA812940,SAMN26442095,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21460388,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372576,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-16,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-16,SRP362541,MC308-16
SRR18231187,AMPLICON,530,4314979,PRJNA812940,SAMN26442094,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",2210496,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372575,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-15,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-15,SRP362541,MC308-15
SRR18231188,AMPLICON,527,17934784,PRJNA812940,SAMN26442093,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8891177,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372574,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-14,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-14,SRP362541,MC308-14
SRR18231189,AMPLICON,529,45448725,PRJNA812940,SAMN26442092,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22436412,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372573,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-13,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-13,SRP362541,MC308-13
SRR18231190,AMPLICON,528,43192560,PRJNA812940,SAMN26442091,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21457837,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372572,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-12,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-12,SRP362541,MC308-12
SRR18231191,AMPLICON,510,9852180,PRJNA812940,SAMN26441938,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6668935,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372571,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV217,PAIRED,PCR,METAGENOMIC,D2,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV217,SRP362541,EV217
SRR18231192,AMPLICON,510,3547912,PRJNA812940,SAMN26442090,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",1927155,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372570,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-11,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-11,SRP362541,MC308-11
SRR18231193,AMPLICON,524,30463485,PRJNA812940,SAMN26442089,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15149648,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372569,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-10,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-10,SRP362541,MC308-10
SRR18231194,AMPLICON,523,64007292,PRJNA812940,SAMN26442088,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",31722457,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372568,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run308-MC308-1,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC308-1,SRP362541,MC308-1
SRR18231195,AMPLICON,502,39759906,PRJNA812940,SAMN26442087,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22097596,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372567,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-78,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-78,SRP362541,MC271-78
SRR18231196,AMPLICON,502,30037170,PRJNA812940,SAMN26442086,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16699195,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372566,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-77,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-77,SRP362541,MC271-77
SRR18231197,AMPLICON,502,82716548,PRJNA812940,SAMN26442085,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",44667722,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372565,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-76,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-76,SRP362541,MC271-76
SRR18231198,AMPLICON,502,53925342,PRJNA812940,SAMN26442084,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29891525,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372564,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-75,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-75,SRP362541,MC271-75
SRR18231199,AMPLICON,502,68999900,PRJNA812940,SAMN26442083,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",38951656,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372563,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-74,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-74,SRP362541,MC271-74
SRR18231200,AMPLICON,502,62070292,PRJNA812940,SAMN26442082,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",34021069,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372562,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-73,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-73,SRP362541,MC271-73
SRR18231201,AMPLICON,502,54948418,PRJNA812940,SAMN26442081,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",32117519,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372561,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-71,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-71,SRP362541,MC271-71
SRR18231202,AMPLICON,510,26629140,PRJNA812940,SAMN26441937,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17670847,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Active,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372560,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,LR171-EV215,PAIRED,PCR,METAGENOMIC,D1,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,EV215,SRP362541,EV215
SRR18231203,AMPLICON,502,81039366,PRJNA812940,SAMN26442080,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",44052862,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372559,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-69,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-69,SRP362541,MC271-69
SRR18231204,AMPLICON,502,62485948,PRJNA812940,SAMN26442079,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",34431587,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372558,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-68,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-68,SRP362541,MC271-68
SRR18231205,AMPLICON,502,77510306,PRJNA812940,SAMN26442078,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",42674770,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372557,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-67,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-67,SRP362541,MC271-67
SRR18231206,AMPLICON,502,48179952,PRJNA812940,SAMN26442077,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",26446582,MCMASTER UNIVERSITY,2015-01-01/2021-12-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",NonCeD,UBERON:0000467,UBERON:0005409,UBERON:0001555,SRX14372556,Canada,North America,Canada,Homo sapiens,Illumina MiSeq,43.25 N 79.87 W,run271-MC271-66,PAIRED,PCR,METAGENOMIC,Feces,gut metagenome,ILLUMINA,2022-10-28T00:00:00Z,2022-03-04T17:26:00Z,1,MC271-66,SRP362541,MC271-66
