Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_age,Host,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Microbial_fraction,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample_index,Sample Name,SRA Study
SRR11733856,AMPLICON,502,14965122,PRJNA631001,SAMN14851345,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9446081,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292650,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_53_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,359,sample_53_2_IgA_neg,SRP260653
SRR11733857,AMPLICON,502,9608280,PRJNA631001,SAMN14851344,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5999525,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292649,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_53_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,358,sample_53_2_IgA_pos,SRP260653
SRR11733858,AMPLICON,502,16035888,PRJNA631001,SAMN14851343,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10065962,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292648,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_53_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,357,sample_53_2,SRP260653
SRR11733859,AMPLICON,502,16567506,PRJNA631001,SAMN14851342,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10451284,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292647,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_52_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,356,sample_52_2_IgA_neg,SRP260653
SRR11733860,AMPLICON,502,9547538,PRJNA631001,SAMN14851341,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5930870,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292646,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_52_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,355,sample_52_2_IgA_pos,SRP260653
SRR11733861,AMPLICON,502,13120774,PRJNA631001,SAMN14851340,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8214489,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292645,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_52_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,354,sample_52_2,SRP260653
SRR11733862,AMPLICON,502,14507800,PRJNA631001,SAMN14851339,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9134125,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292644,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_51_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,353,sample_51_2_IgA_neg,SRP260653
SRR11733863,AMPLICON,502,11715174,PRJNA631001,SAMN14851338,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7314000,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292643,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_51_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,352,sample_51_2_IgA_pos,SRP260653
SRR11733864,AMPLICON,502,14343144,PRJNA631001,SAMN14851337,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9051060,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292642,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_51_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,351,sample_51_2,SRP260653
SRR11733865,AMPLICON,502,13203604,PRJNA631001,SAMN14851022,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8163105,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292641,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_12_1_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:27:00Z,1,36,sample_12_1_IgA_neg,SRP260653
SRR11733866,AMPLICON,502,14531394,PRJNA631001,SAMN14851336,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9146852,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292640,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_50_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,350,sample_50_2_IgA_neg,SRP260653
SRR11733867,AMPLICON,502,11013880,PRJNA631001,SAMN14851335,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6925469,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292639,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_50_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,349,sample_50_2_IgA_pos,SRP260653
SRR11733868,AMPLICON,502,15968620,PRJNA631001,SAMN14851334,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10059994,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292638,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_50_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,348,sample_50_2,SRP260653
SRR11733869,AMPLICON,502,12317574,PRJNA631001,SAMN14851333,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7875084,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292637,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_49_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,347,sample_49_2_IgA_neg,SRP260653
SRR11733870,AMPLICON,502,10496318,PRJNA631001,SAMN14851332,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6697113,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292636,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_49_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,346,sample_49_2_IgA_pos,SRP260653
SRR11733871,AMPLICON,502,11994788,PRJNA631001,SAMN14851331,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7687768,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292635,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_49_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,345,sample_49_2,SRP260653
SRR11733872,AMPLICON,502,17004748,PRJNA631001,SAMN14851330,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10885938,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292634,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_48_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,344,sample_48_2_IgA_neg,SRP260653
SRR11733873,AMPLICON,502,10680050,PRJNA631001,SAMN14851329,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6773555,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292633,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_48_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,343,sample_48_2_IgA_pos,SRP260653
SRR11733874,AMPLICON,502,16927942,PRJNA631001,SAMN14851328,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11012043,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292632,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_48_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:28:00Z,1,342,sample_48_2,SRP260653
SRR11733875,AMPLICON,502,10044016,PRJNA631001,SAMN14851327,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6592512,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292631,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_47_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,341,sample_47_2_IgA_neg,SRP260653
SRR11733876,AMPLICON,502,11396906,PRJNA631001,SAMN14851021,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6899493,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292630,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_12_1_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:27:00Z,1,35,sample_12_1_IgA_pos,SRP260653
SRR11733877,AMPLICON,502,13261334,PRJNA631001,SAMN14851326,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7999488,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292629,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_47_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,340,sample_47_2_IgA_pos,SRP260653
SRR11733878,AMPLICON,502,10923018,PRJNA631001,SAMN14851325,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7119317,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292628,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_47_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,339,sample_47_2,SRP260653
SRR11733879,AMPLICON,502,13004310,PRJNA631001,SAMN14851324,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8390467,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292627,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_46_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,338,sample_46_2_IgA_neg,SRP260653
SRR11733880,AMPLICON,502,10300538,PRJNA631001,SAMN14851323,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6359392,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292626,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_46_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,337,sample_46_2_IgA_pos,SRP260653
SRR11733881,AMPLICON,502,12078120,PRJNA631001,SAMN14851322,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7802819,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292625,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_46_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,336,sample_46_2,SRP260653
SRR11733882,AMPLICON,502,14167946,PRJNA631001,SAMN14851321,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9232866,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292624,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_45_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,335,sample_45_2_IgA_neg,SRP260653
SRR11733883,AMPLICON,502,9697134,PRJNA631001,SAMN14851320,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5914206,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292623,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_45_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,334,sample_45_2_IgA_pos,SRP260653
SRR11733884,AMPLICON,502,11534956,PRJNA631001,SAMN14851319,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7429731,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292622,Sweden,Europe,Sweden,5,Homo sapiens,Illumina MiSeq,sample_45_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,333,sample_45_2,SRP260653
SRR11733885,AMPLICON,502,12566064,PRJNA631001,SAMN14851261,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7907591,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292621,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_25_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,275,sample_25_2_IgA_neg,SRP260653
SRR11733886,AMPLICON,502,9512398,PRJNA631001,SAMN14851260,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5767049,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292620,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_25_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,274,sample_25_2_IgA_pos,SRP260653
SRR11733887,AMPLICON,502,10154958,PRJNA631001,SAMN14851259,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",6311950,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292619,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_25_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,273,sample_25_2,SRP260653
SRR11733888,AMPLICON,502,16028860,PRJNA631001,SAMN14851258,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10017514,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292618,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_24_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,272,sample_24_2_IgA_neg,SRP260653
SRR11733889,AMPLICON,502,14018852,PRJNA631001,SAMN14851257,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8854142,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292617,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_24_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,271,sample_24_2_IgA_pos,SRP260653
SRR11733890,AMPLICON,502,16977640,PRJNA631001,SAMN14851014,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10517437,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292616,Sweden,Europe,Sweden,1,Homo sapiens,Illumina MiSeq,sample_10_1,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 1,2020-05-08T10:27:00Z,1,28,sample_10_1,SRP260653
SRR11733891,AMPLICON,502,16794912,PRJNA631001,SAMN14851256,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10844839,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292615,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_24_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,270,sample_24_2,SRP260653
SRR11733892,AMPLICON,502,12964150,PRJNA631001,SAMN14851255,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8246323,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292614,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_23_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,269,sample_23_2_IgA_neg,SRP260653
SRR11733893,AMPLICON,502,13251294,PRJNA631001,SAMN14851254,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8748384,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292613,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_23_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,268,sample_23_2_IgA_pos,SRP260653
SRR11733894,AMPLICON,502,16676440,PRJNA631001,SAMN14851253,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11036449,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292612,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_23_2,PAIRED,PCR,METAGENOMIC,input,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,267,sample_23_2,SRP260653
SRR11733895,AMPLICON,502,10966692,PRJNA631001,SAMN14851252,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6907221,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292611,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_22_2_IgA_neg,PAIRED,PCR,METAGENOMIC,IgA_neg,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,266,sample_22_2_IgA_neg,SRP260653
SRR11733896,AMPLICON,502,10347224,PRJNA631001,SAMN14851251,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6448789,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",digestive tract environment[ENVO:01001033],fecal environment [ENVO:01001029],SRX8292610,Sweden,Europe,Sweden,2.5,Homo sapiens,Illumina MiSeq,sample_22_2_IgA_pos,PAIRED,PCR,METAGENOMIC,IgA_pos,human gut metagenome,ILLUMINA,2020-05-08T00:00:00Z,technical replicate 2,2020-05-08T10:27:00Z,1,265,sample_22_2_IgA_pos,SRP260653
